date,state,dem_chance,rep_chance
Georgia,4/8/20,26.88,73.12
Hawaii,4/8/20,99.98,0.02
Idaho,4/8/20,0.09,99.91
Illinois,4/8/20,96.49,3.51
Indiana,4/8/20,5.27,94.73
Iowa,4/8/20,28.13,71.87
Kansas,4/8/20,3.05,96.95
Kentucky,4/8/20,0.22,99.78
Louisiana,4/8/20,1.8,98.2
Maine,4/8/20,78.55,21.45
Maryland,4/8/20,99.8,0.2
Massachusetts,4/8/20,99.66,0.34
Michigan,4/8/20,62.88,37.12
Minnesota,4/8/20,68.82,31.18
Mississippi,4/8/20,2.36,97.64
Missouri,4/8/20,4.3,95.7
Montana,4/8/20,5.76,94.24
Nebraska,4/8/20,0.64,99.36
Nevada,4/8/20,67.43,32.57
New Hampshire,4/8/20,64.07,35.93
New Jersey,4/8/20,95.8,4.2
New Mexico,4/8/20,92.18,7.82
New York,4/8/20,99.42,0.58
North Carolina,4/8/20,42.81,57.19
North Dakota,4/8/20,0.08,99.92
Ohio,4/8/20,27.44,72.56
Oklahoma,4/8/20,0.04,99.96
Oregon,4/8/20,93.29,6.71
Pennsylvania,4/8/20,58.4,41.6
Rhode Island,4/8/20,97.97,2.03
South Carolina,4/8/20,7.24,92.76
South Dakota,4/8/20,0.32,99.68
Tennessee,4/8/20,0.45,99.55
Texas,4/8/20,18.39,81.61
Utah,4/8/20,2.08,97.92
Vermont,4/8/20,99.93,0.07
Virginia,4/8/20,81.64,18.36
Washington,4/8/20,96.65,3.35
West Virginia,4/8/20,0.03,99.97
Wisconsin,4/8/20,49.99,50.01
Wyoming,4/8/20,0,100
Maine CD-1,4/8/20,98,2
Maine CD-2,4/8/20,35.93,64.07
Nebraska CD-1,4/8/20,1.96,98.04
Nebraska CD-2,4/8/20,39.99,60.01
Nebraska CD-3,4/8/20,0,100
US,4/8/20,57,43
Alabama,4/9/20,0.24,99.76
Alaska,4/9/20,10.36,89.64
Arizona,4/9/20,46.71,53.29
Arkansas,4/9/20,0.38,99.62
California,4/9/20,99.85,0.15
Colorado,4/9/20,79.71,20.29
Connecticut,4/9/20,96.16,3.84
Delaware,4/9/20,97.49,2.51
District of Columbia,4/9/20,100,0
Florida,4/9/20,49.7,50.3
Georgia,4/9/20,26.86,73.14
Hawaii,4/9/20,99.98,0.02
Idaho,4/9/20,0.12,99.88
Illinois,4/9/20,96.75,3.25
Indiana,4/9/20,5.28,94.72
Iowa,4/9/20,28.32,71.68
Kansas,4/9/20,2.95,97.05
Kentucky,4/9/20,0.19,99.81
Louisiana,4/9/20,2,98
Maine,4/9/20,78.66,21.34
Maryland,4/9/20,99.84,0.16
Massachusetts,4/9/20,99.74,0.26
Michigan,4/9/20,63.22,36.78
Minnesota,4/9/20,69.63,30.37
Mississippi,4/9/20,3,97
Missouri,4/9/20,4.35,95.65
Montana,4/9/20,5.59,94.41
Nebraska,4/9/20,0.62,99.38
Nevada,4/9/20,67.83,32.17
New Hampshire,4/9/20,64.38,35.62
New Jersey,4/9/20,95.86,4.14
New Mexico,4/9/20,92.3,7.7
New York,4/9/20,99.52,0.48
North Carolina,4/9/20,43.02,56.98
North Dakota,4/9/20,0.1,99.9
Ohio,4/9/20,28.12,71.88
Oklahoma,4/9/20,0.03,99.97
Oregon,4/9/20,93.46,6.54
Pennsylvania,4/9/20,58.7,41.3
Rhode Island,4/9/20,98,2
South Carolina,4/9/20,7.25,92.75
South Dakota,4/9/20,0.35,99.65
Tennessee,4/9/20,0.52,99.48
Texas,4/9/20,18.79,81.21
Utah,4/9/20,1.96,98.04
Vermont,4/9/20,99.9,0.1
Virginia,4/9/20,81.85,18.15
Washington,4/9/20,96.66,3.34
West Virginia,4/9/20,0.04,99.96
Wisconsin,4/9/20,50.4,49.6
Wyoming,4/9/20,0.01,99.99
Maine CD-1,4/9/20,98.02,1.98
Maine CD-2,4/9/20,36.4,63.6
Nebraska CD-1,4/9/20,1.91,98.09
Nebraska CD-2,4/9/20,40.06,59.94
Nebraska CD-3,4/9/20,0,100
US,4/9/20,57.9,42.1
Alabama,4/10/20,0.22,99.78
Alaska,4/10/20,10.32,89.68
Arizona,4/10/20,47.04,52.96
Arkansas,4/10/20,0.38,99.62
California,4/10/20,99.85,0.15
Colorado,4/10/20,79.96,20.04
Connecticut,4/10/20,96.04,3.96
Delaware,4/10/20,97.45,2.55
District of Columbia,4/10/20,100,0
Florida,4/10/20,49.86,50.14
Georgia,4/10/20,27.34,72.66
Hawaii,4/10/20,99.99,0.01
Idaho,4/10/20,0.11,99.89
Illinois,4/10/20,96.86,3.14
Indiana,4/10/20,5.29,94.71
Iowa,4/10/20,28.8,71.2
Kansas,4/10/20,3.1,96.9
Kentucky,4/10/20,0.18,99.82
Louisiana,4/10/20,1.9,98.1
Maine,4/10/20,78.87,21.13
Maryland,4/10/20,99.76,0.24
Massachusetts,4/10/20,99.72,0.28
Michigan,4/10/20,63.72,36.28
Minnesota,4/10/20,69.79,30.21
Mississippi,4/10/20,3.32,96.68
Missouri,4/10/20,4.36,95.64
Montana,4/10/20,5.56,94.44
Nebraska,4/10/20,0.66,99.34
Nevada,4/10/20,68.21,31.79
New Hampshire,4/10/20,65.47,34.53
New Jersey,4/10/20,96.07,3.93
New Mexico,4/10/20,92.56,7.44
New York,4/10/20,99.54,0.46
North Carolina,4/10/20,44.52,55.48
North Dakota,4/10/20,0.08,99.92
Ohio,4/10/20,28.5,71.5
Oklahoma,4/10/20,0.04,99.96
Oregon,4/10/20,93.6,6.4
Pennsylvania,4/10/20,58.95,41.05
Rhode Island,4/10/20,98,2
South Carolina,4/10/20,7.46,92.54
South Dakota,4/10/20,0.42,99.58
Tennessee,4/10/20,0.6,99.4
Texas,4/10/20,19.19,80.81
Utah,4/10/20,1.87,98.13
Vermont,4/10/20,99.9,0.1
Virginia,4/10/20,82.06,17.94
Washington,4/10/20,96.81,3.19
West Virginia,4/10/20,0.04,99.96
Wisconsin,4/10/20,50.56,49.44
Wyoming,4/10/20,0.01,99.99
Maine CD-1,4/10/20,98,2
Maine CD-2,4/10/20,36.97,63.03
Nebraska CD-1,4/10/20,2.08,97.92
Nebraska CD-2,4/10/20,40.57,59.43
Nebraska CD-3,4/10/20,0,100
US,4/10/20,58.09,41.91
Alabama,4/11/20,0.22,99.78
Alaska,4/11/20,10.82,89.18
Arizona,4/11/20,47.57,52.43
Arkansas,4/11/20,0.38,99.62
California,4/11/20,99.8,0.2
Colorado,4/11/20,79.95,20.05
Connecticut,4/11/20,96.15,3.85
Delaware,4/11/20,97.56,2.44
District of Columbia,4/11/20,100,0
Florida,4/11/20,50.34,49.66
Georgia,4/11/20,27.83,72.17
Hawaii,4/11/20,99.99,0.01
Idaho,4/11/20,0.11,99.89
Illinois,4/11/20,96.86,3.14
Indiana,4/11/20,5.34,94.66
Iowa,4/11/20,29.24,70.76
Kansas,4/11/20,2.95,97.05
Kentucky,4/11/20,0.26,99.74
Louisiana,4/11/20,1.86,98.14
Maine,4/11/20,79.61,20.39
Maryland,4/11/20,99.78,0.22
Massachusetts,4/11/20,99.76,0.24
Michigan,4/11/20,64.27,35.73
Minnesota,4/11/20,69.67,30.33
Mississippi,4/11/20,2.96,97.04
Missouri,4/11/20,4.29,95.71
Montana,4/11/20,5.83,94.17
Nebraska,4/11/20,0.69,99.31
Nevada,4/11/20,68.58,31.42
New Hampshire,4/11/20,65.64,34.36
New Jersey,4/11/20,96.14,3.86
New Mexico,4/11/20,92.61,7.39
New York,4/11/20,99.55,0.45
North Carolina,4/11/20,44.46,55.54
North Dakota,4/11/20,0.1,99.9
Ohio,4/11/20,28.76,71.24
Oklahoma,4/11/20,0.03,99.97
Oregon,4/11/20,93.87,6.13
Pennsylvania,4/11/20,59.58,40.42
Rhode Island,4/11/20,97.85,2.15
South Carolina,4/11/20,7.73,92.27
South Dakota,4/11/20,0.31,99.69
Tennessee,4/11/20,0.53,99.47
Texas,4/11/20,19.14,80.86
Utah,4/11/20,1.89,98.11
Vermont,4/11/20,99.91,0.09
Virginia,4/11/20,82.13,17.87
Washington,4/11/20,96.92,3.08
West Virginia,4/11/20,0.03,99.97
Wisconsin,4/11/20,51.22,48.78
Wyoming,4/11/20,0,100
Maine CD-1,4/11/20,98.06,1.94
Maine CD-2,4/11/20,36.68,63.32
Nebraska CD-1,4/11/20,1.94,98.06
Nebraska CD-2,4/11/20,41.2,58.8
Nebraska CD-3,4/11/20,0,100
US,4/11/20,58.72,41.28
Alabama,4/12/20,0.22,99.78
Alaska,4/12/20,10.41,89.59
Arizona,4/12/20,46.44,53.56
Arkansas,4/12/20,0.41,99.59
California,4/12/20,99.85,0.15
Colorado,4/12/20,80.02,19.98
Connecticut,4/12/20,95.88,4.12
Delaware,4/12/20,97.49,2.51
District of Columbia,4/12/20,100,0
Florida,4/12/20,49.64,50.36
Georgia,4/12/20,27.81,72.19
Hawaii,4/12/20,100,0
Idaho,4/12/20,0.1,99.9
Illinois,4/12/20,96.56,3.44
Indiana,4/12/20,5.28,94.72
Iowa,4/12/20,28.83,71.17
Kansas,4/12/20,3.12,96.88
Kentucky,4/12/20,0.26,99.74
Louisiana,4/12/20,1.96,98.04
Maine,4/12/20,79.2,20.8
Maryland,4/12/20,99.82,0.18
Massachusetts,4/12/20,99.68,0.32
Michigan,4/12/20,64.08,35.92
Minnesota,4/12/20,69.45,30.55
Mississippi,4/12/20,3.03,96.97
Missouri,4/12/20,4.39,95.61
Montana,4/12/20,5.85,94.15
Nebraska,4/12/20,0.81,99.19
Nevada,4/12/20,68.25,31.75
New Hampshire,4/12/20,64.5,35.5
New Jersey,4/12/20,95.89,4.11
New Mexico,4/12/20,92.44,7.56
New York,4/12/20,99.53,0.47
North Carolina,4/12/20,43.59,56.41
North Dakota,4/12/20,0.08,99.92
Ohio,4/12/20,28.18,71.82
Oklahoma,4/12/20,0.05,99.95
Oregon,4/12/20,93.74,6.26
Pennsylvania,4/12/20,58.88,41.12
Rhode Island,4/12/20,98.02,1.98
South Carolina,4/12/20,7.42,92.58
South Dakota,4/12/20,0.36,99.64
Tennessee,4/12/20,0.56,99.44
Texas,4/12/20,19.06,80.94
Utah,4/12/20,1.86,98.14
Vermont,4/12/20,99.86,0.14
Virginia,4/12/20,81.99,18.01
Washington,4/12/20,96.77,3.23
West Virginia,4/12/20,0.03,99.97
Wisconsin,4/12/20,50.62,49.38
Wyoming,4/12/20,0,100
Maine CD-1,4/12/20,97.91,2.09
Maine CD-2,4/12/20,36.01,63.99
Nebraska CD-1,4/12/20,2.01,97.99
Nebraska CD-2,4/12/20,40.75,59.25
Nebraska CD-3,4/12/20,0,100
US,4/12/20,57.82,42.18
Alabama,4/13/20,0.25,99.75
Alaska,4/13/20,10.74,89.26
Arizona,4/13/20,46.34,53.66
Arkansas,4/13/20,0.36,99.64
California,4/13/20,99.9,0.1
Colorado,4/13/20,80.03,19.97
Connecticut,4/13/20,96.19,3.81
Delaware,4/13/20,97.65,2.35
District of Columbia,4/13/20,100,0
Florida,4/13/20,49.6,50.4
Georgia,4/13/20,27.88,72.12
Hawaii,4/13/20,99.99,0.01
Idaho,4/13/20,0.1,99.9
Illinois,4/13/20,96.68,3.32
Indiana,4/13/20,4.12,95.88
Iowa,4/13/20,28.94,71.06
Kansas,4/13/20,3.15,96.85
Kentucky,4/13/20,0.29,99.71
Louisiana,4/13/20,1.85,98.15
Maine,4/13/20,78.66,21.34
Maryland,4/13/20,99.84,0.16
Massachusetts,4/13/20,99.67,0.33
Michigan,4/13/20,63.47,36.53
Minnesota,4/13/20,70.02,29.98
Mississippi,4/13/20,2.92,97.08
Missouri,4/13/20,4.44,95.56
Montana,4/13/20,5.79,94.21
Nebraska,4/13/20,0.67,99.33
Nevada,4/13/20,68.48,31.52
New Hampshire,4/13/20,64.73,35.27
New Jersey,4/13/20,96.08,3.92
New Mexico,4/13/20,92.34,7.66
New York,4/13/20,99.52,0.48
North Carolina,4/13/20,43.79,56.21
North Dakota,4/13/20,0.06,99.94
Ohio,4/13/20,28.1,71.9
Oklahoma,4/13/20,0.04,99.96
Oregon,4/13/20,93.72,6.28
Pennsylvania,4/13/20,59.06,40.94
Rhode Island,4/13/20,98.1,1.9
South Carolina,4/13/20,7.61,92.39
South Dakota,4/13/20,0.37,99.63
Tennessee,4/13/20,0.51,99.49
Texas,4/13/20,19.02,80.98
Utah,4/13/20,1.85,98.15
Vermont,4/13/20,99.92,0.08
Virginia,4/13/20,81.89,18.11
Washington,4/13/20,96.82,3.18
West Virginia,4/13/20,0.04,99.96
Wisconsin,4/13/20,50.42,49.58
Wyoming,4/13/20,0.01,99.99
Maine CD-1,4/13/20,98.07,1.93
Maine CD-2,4/13/20,36.65,63.35
Nebraska CD-1,4/13/20,2.04,97.96
Nebraska CD-2,4/13/20,41.23,58.77
Nebraska CD-3,4/13/20,0,100
US,4/13/20,57.89,42.11
Alabama,4/14/20,0.22,99.78
Alaska,4/14/20,10.34,89.66
Arizona,4/14/20,46.28,53.72
Arkansas,4/14/20,0.38,99.62
California,4/14/20,99.8,0.2
Colorado,4/14/20,79.6,20.4
Connecticut,4/14/20,96.18,3.82
Delaware,4/14/20,97.59,2.41
District of Columbia,4/14/20,100,0
Florida,4/14/20,49.84,50.16
Georgia,4/14/20,27.5,72.5
Hawaii,4/14/20,99.99,0.01
Idaho,4/14/20,0.14,99.86
Illinois,4/14/20,96.87,3.13
Indiana,4/14/20,3.97,96.03
Iowa,4/14/20,28.29,71.71
Kansas,4/14/20,3.04,96.96
Kentucky,4/14/20,0.28,99.72
Louisiana,4/14/20,1.73,98.27
Maine,4/14/20,79.46,20.54
Maryland,4/14/20,99.84,0.16
Massachusetts,4/14/20,99.68,0.32
Michigan,4/14/20,63.63,36.37
Minnesota,4/14/20,69.7,30.3
Mississippi,4/14/20,2.78,97.22
Missouri,4/14/20,4.31,95.69
Montana,4/14/20,5.93,94.07
Nebraska,4/14/20,0.66,99.34
Nevada,4/14/20,68.19,31.81
New Hampshire,4/14/20,65.32,34.68
New Jersey,4/14/20,96.21,3.79
New Mexico,4/14/20,92.73,7.27
New York,4/14/20,99.6,0.4
North Carolina,4/14/20,43.77,56.23
North Dakota,4/14/20,0.1,99.9
Ohio,4/14/20,27.35,72.65
Oklahoma,4/14/20,0.05,99.95
Oregon,4/14/20,93.76,6.24
Pennsylvania,4/14/20,59.06,40.94
Rhode Island,4/14/20,98.12,1.88
South Carolina,4/14/20,7.12,92.88
South Dakota,4/14/20,0.38,99.62
Tennessee,4/14/20,0.45,99.55
Texas,4/14/20,18.38,81.62
Utah,4/14/20,1.82,98.18
Vermont,4/14/20,99.91,0.09
Virginia,4/14/20,81.95,18.05
Washington,4/14/20,96.88,3.12
West Virginia,4/14/20,0.06,99.94
Wisconsin,4/14/20,50.16,49.84
Wyoming,4/14/20,0,100
Maine CD-1,4/14/20,98.13,1.87
Maine CD-2,4/14/20,36.65,63.35
Nebraska CD-1,4/14/20,2.01,97.99
Nebraska CD-2,4/14/20,41.26,58.74
Nebraska CD-3,4/14/20,0,100
US,4/14/20,58.09,41.91
Alabama,4/15/20,0.22,99.78
Alaska,4/15/20,10.75,89.25
Arizona,4/15/20,47.24,52.76
Arkansas,4/15/20,0.38,99.62
California,4/15/20,99.9,0.1
Colorado,4/15/20,80.44,19.56
Connecticut,4/15/20,96.44,3.56
Delaware,4/15/20,97.7,2.3
District of Columbia,4/15/20,100,0
Florida,4/15/20,50.32,49.68
Georgia,4/15/20,27.96,72.04
Hawaii,4/15/20,99.99,0.01
Idaho,4/15/20,0.13,99.87
Illinois,4/15/20,97.07,2.93
Indiana,4/15/20,4.14,95.86
Iowa,4/15/20,29.41,70.59
Kansas,4/15/20,3.14,96.86
Kentucky,4/15/20,0.32,99.68
Louisiana,4/15/20,1.91,98.09
Maine,4/15/20,80.24,19.76
Maryland,4/15/20,99.82,0.18
Massachusetts,4/15/20,99.74,0.26
Michigan,4/15/20,64.85,35.15
Minnesota,4/15/20,70.31,29.69
Mississippi,4/15/20,2.72,97.28
Missouri,4/15/20,4.41,95.59
Montana,4/15/20,5.87,94.13
Nebraska,4/15/20,0.64,99.36
Nevada,4/15/20,69.04,30.96
New Hampshire,4/15/20,65.88,34.12
New Jersey,4/15/20,96.42,3.58
New Mexico,4/15/20,93.13,6.87
New York,4/15/20,99.58,0.42
North Carolina,4/15/20,44.12,55.88
North Dakota,4/15/20,0.07,99.93
Ohio,4/15/20,28.34,71.66
Oklahoma,4/15/20,0.07,99.93
Oregon,4/15/20,93.91,6.09
Pennsylvania,4/15/20,60.34,39.66
Rhode Island,4/15/20,98.32,1.68
South Carolina,4/15/20,7.62,92.38
South Dakota,4/15/20,0.42,99.58
Tennessee,4/15/20,0.51,99.49
Texas,4/15/20,19.01,80.99
Utah,4/15/20,1.93,98.07
Vermont,4/15/20,99.94,0.06
Virginia,4/15/20,82.74,17.26
Washington,4/15/20,97.15,2.85
West Virginia,4/15/20,0.03,99.97
Wisconsin,4/15/20,53.12,46.88
Wyoming,4/15/20,0.01,99.99
Maine CD-1,4/15/20,98.22,1.78
Maine CD-2,4/15/20,37.52,62.48
Nebraska CD-1,4/15/20,2.01,97.99
Nebraska CD-2,4/15/20,41.7,58.3
Nebraska CD-3,4/15/20,0,100
US,4/15/20,59.06,40.94
Alabama,4/16/20,0.27,99.73
Alaska,4/16/20,10.78,89.22
Arizona,4/16/20,47.12,52.88
Arkansas,4/16/20,0.38,99.62
California,4/16/20,99.83,0.17
Colorado,4/16/20,80.3,19.7
Connecticut,4/16/20,96.37,3.63
Delaware,4/16/20,97.54,2.46
District of Columbia,4/16/20,100,0
Florida,4/16/20,50.34,49.66
Georgia,4/16/20,28.33,71.67
Hawaii,4/16/20,99.99,0.01
Idaho,4/16/20,0.1,99.9
Illinois,4/16/20,96.93,3.07
Indiana,4/16/20,4.36,95.64
Iowa,4/16/20,30.28,69.72
Kansas,4/16/20,3.19,96.81
Kentucky,4/16/20,0.25,99.75
Louisiana,4/16/20,1.93,98.07
Maine,4/16/20,80.64,19.36
Maryland,4/16/20,99.82,0.18
Massachusetts,4/16/20,99.75,0.25
Michigan,4/16/20,65.3,34.7
Minnesota,4/16/20,70.96,29.04
Mississippi,4/16/20,3.08,96.92
Missouri,4/16/20,4.46,95.54
Montana,4/16/20,5.99,94.01
Nebraska,4/16/20,0.77,99.23
Nevada,4/16/20,69.38,30.62
New Hampshire,4/16/20,65.86,34.14
New Jersey,4/16/20,96.31,3.69
New Mexico,4/16/20,92.84,7.16
New York,4/16/20,99.56,0.44
North Carolina,4/16/20,45.37,54.63
North Dakota,4/16/20,0.09,99.91
Ohio,4/16/20,29.16,70.84
Oklahoma,4/16/20,0.04,99.96
Oregon,4/16/20,94.06,5.94
Pennsylvania,4/16/20,59.86,40.14
Rhode Island,4/16/20,98.3,1.7
South Carolina,4/16/20,7.52,92.48
South Dakota,4/16/20,0.41,99.59
Tennessee,4/16/20,0.47,99.53
Texas,4/16/20,19.16,80.84
Utah,4/16/20,1.99,98.01
Vermont,4/16/20,99.91,0.09
Virginia,4/16/20,82.44,17.56
Washington,4/16/20,96.99,3.01
West Virginia,4/16/20,0.03,99.97
Wisconsin,4/16/20,53.31,46.69
Wyoming,4/16/20,0,100
Maine CD-1,4/16/20,98.26,1.74
Maine CD-2,4/16/20,37.31,62.69
Nebraska CD-1,4/16/20,2.16,97.84
Nebraska CD-2,4/16/20,42.29,57.71
Nebraska CD-3,4/16/20,0,100
US,4/16/20,59.61,40.39
Alabama,4/17/20,0.2,99.8
Alaska,4/17/20,10.45,89.55
Arizona,4/17/20,47.37,52.63
Arkansas,4/17/20,0.37,99.63
California,4/17/20,99.88,0.12
Colorado,4/17/20,80.98,19.02
Connecticut,4/17/20,96.22,3.78
Delaware,4/17/20,97.72,2.28
District of Columbia,4/17/20,100,0
Florida,4/17/20,50.86,49.14
Georgia,4/17/20,28.12,71.88
Hawaii,4/17/20,99.99,0.01
Idaho,4/17/20,0.11,99.89
Illinois,4/17/20,96.96,3.04
Indiana,4/17/20,4.27,95.73
Iowa,4/17/20,29.93,70.07
Kansas,4/17/20,2.96,97.04
Kentucky,4/17/20,0.28,99.72
Louisiana,4/17/20,1.94,98.06
Maine,4/17/20,80.26,19.74
Maryland,4/17/20,99.87,0.13
Massachusetts,4/17/20,99.73,0.27
Michigan,4/17/20,64.9,35.1
Minnesota,4/17/20,70.41,29.59
Mississippi,4/17/20,2.98,97.02
Missouri,4/17/20,4.68,95.32
Montana,4/17/20,5.65,94.35
Nebraska,4/17/20,0.7,99.3
Nevada,4/17/20,69.39,30.61
New Hampshire,4/17/20,66.02,33.98
New Jersey,4/17/20,96.2,3.8
New Mexico,4/17/20,93,7
New York,4/17/20,99.53,0.47
North Carolina,4/17/20,44.98,55.02
North Dakota,4/17/20,0.06,99.94
Ohio,4/17/20,28.67,71.33
Oklahoma,4/17/20,0,100
Oregon,4/17/20,93.81,6.19
Pennsylvania,4/17/20,59.88,40.12
Rhode Island,4/17/20,98.38,1.62
South Carolina,4/17/20,7.41,92.59
South Dakota,4/17/20,0.39,99.61
Tennessee,4/17/20,0.51,99.49
Texas,4/17/20,19.11,80.89
Utah,4/17/20,1.65,98.35
Vermont,4/17/20,99.94,0.06
Virginia,4/17/20,82.62,17.38
Washington,4/17/20,97.18,2.82
West Virginia,4/17/20,0.02,99.98
Wisconsin,4/17/20,53.35,46.65
Wyoming,4/17/20,0,100
Maine CD-1,4/17/20,98.26,1.74
Maine CD-2,4/17/20,37.29,62.71
Nebraska CD-1,4/17/20,2.17,97.83
Nebraska CD-2,4/17/20,41.89,58.11
Nebraska CD-3,4/17/20,0,100
US,4/17/20,59.57,40.43
Alabama,4/18/20,0.2,99.8
Alaska,4/18/20,10.56,89.44
Arizona,4/18/20,46.45,53.55
Arkansas,4/18/20,0.35,99.65
California,4/18/20,99.86,0.14
Colorado,4/18/20,80.74,19.26
Connecticut,4/18/20,96.27,3.73
Delaware,4/18/20,97.75,2.25
District of Columbia,4/18/20,100,0
Florida,4/18/20,50.62,49.38
Georgia,4/18/20,28.36,71.64
Hawaii,4/18/20,99.99,0.01
Idaho,4/18/20,0.11,99.89
Illinois,4/18/20,97.14,2.86
Indiana,4/18/20,3.93,96.07
Iowa,4/18/20,29.48,70.52
Kansas,4/18/20,2.96,97.04
Kentucky,4/18/20,0.23,99.77
Louisiana,4/18/20,1.81,98.19
Maine,4/18/20,80.34,19.66
Maryland,4/18/20,99.88,0.12
Massachusetts,4/18/20,99.76,0.24
Michigan,4/18/20,64.54,35.46
Minnesota,4/18/20,70.65,29.35
Mississippi,4/18/20,2.89,97.11
Missouri,4/18/20,4.34,95.66
Montana,4/18/20,5.78,94.22
Nebraska,4/18/20,0.64,99.36
Nevada,4/18/20,69.73,30.27
New Hampshire,4/18/20,65.82,34.18
New Jersey,4/18/20,96.6,3.4
New Mexico,4/18/20,92.78,7.22
New York,4/18/20,99.58,0.42
North Carolina,4/18/20,44.86,55.14
North Dakota,4/18/20,0.1,99.9
Ohio,4/18/20,28.07,71.93
Oklahoma,4/18/20,0.02,99.98
Oregon,4/18/20,94.09,5.91
Pennsylvania,4/18/20,59.74,40.26
Rhode Island,4/18/20,98.3,1.7
South Carolina,4/18/20,7.33,92.67
South Dakota,4/18/20,0.3,99.7
Tennessee,4/18/20,0.49,99.51
Texas,4/18/20,19.05,80.95
Utah,4/18/20,1.68,98.32
Vermont,4/18/20,99.92,0.08
Virginia,4/18/20,82.24,17.76
Washington,4/18/20,96.96,3.04
West Virginia,4/18/20,0.04,99.96
Wisconsin,4/18/20,53.12,46.88
Wyoming,4/18/20,0,100
Maine CD-1,4/18/20,98.2,1.8
Maine CD-2,4/18/20,37.34,62.66
Nebraska CD-1,4/18/20,1.88,98.12
Nebraska CD-2,4/18/20,41.98,58.02
Nebraska CD-3,4/18/20,0,100
US,4/18/20,59.07,40.93
Alabama,4/19/20,0.21,99.79
Alaska,4/19/20,10.86,89.14
Arizona,4/19/20,47.48,52.52
Arkansas,4/19/20,0.4,99.6
California,4/19/20,99.86,0.14
Colorado,4/19/20,83.66,16.34
Connecticut,4/19/20,96.29,3.71
Delaware,4/19/20,97.66,2.34
District of Columbia,4/19/20,100,0
Florida,4/19/20,51.31,48.69
Georgia,4/19/20,29.19,70.81
Hawaii,4/19/20,100,0
Idaho,4/19/20,0.15,99.85
Illinois,4/19/20,97.24,2.76
Indiana,4/19/20,4.14,95.86
Iowa,4/19/20,30.03,69.97
Kansas,4/19/20,3.04,96.96
Kentucky,4/19/20,0.28,99.72
Louisiana,4/19/20,1.99,98.01
Maine,4/19/20,80.71,19.29
Maryland,4/19/20,99.88,0.12
Massachusetts,4/19/20,99.77,0.23
Michigan,4/19/20,64.9,35.1
Minnesota,4/19/20,71.59,28.41
Mississippi,4/19/20,3.01,96.99
Missouri,4/19/20,4.42,95.58
Montana,4/19/20,6.08,93.92
Nebraska,4/19/20,0.66,99.34
Nevada,4/19/20,69.76,30.24
New Hampshire,4/19/20,66.47,33.53
New Jersey,4/19/20,96.72,3.28
New Mexico,4/19/20,93.29,6.71
New York,4/19/20,99.58,0.42
North Carolina,4/19/20,45.37,54.63
North Dakota,4/19/20,0.07,99.93
Ohio,4/19/20,28.65,71.35
Oklahoma,4/19/20,0.02,99.98
Oregon,4/19/20,94.47,5.53
Pennsylvania,4/19/20,60.25,39.75
Rhode Island,4/19/20,98.26,1.74
South Carolina,4/19/20,7.6,92.4
South Dakota,4/19/20,0.46,99.54
Tennessee,4/19/20,0.47,99.53
Texas,4/19/20,19.09,80.91
Utah,4/19/20,1.95,98.05
Vermont,4/19/20,99.94,0.06
Virginia,4/19/20,82.72,17.28
Washington,4/19/20,97.01,2.99
West Virginia,4/19/20,0.04,99.96
Wisconsin,4/19/20,53.86,46.14
Wyoming,4/19/20,0,100
Maine CD-1,4/19/20,98.26,1.74
Maine CD-2,4/19/20,38.15,61.85
Nebraska CD-1,4/19/20,2.06,97.94
Nebraska CD-2,4/19/20,42.84,57.16
Nebraska CD-3,4/19/20,0,100
US,4/19/20,59.73,40.27
Alabama,4/20/20,0.25,99.75
Alaska,4/20/20,10.8,89.2
Arizona,4/20/20,47.1,52.9
Arkansas,4/20/20,0.34,99.66
California,4/20/20,99.92,0.08
Colorado,4/20/20,83.86,16.14
Connecticut,4/20/20,96.54,3.46
Delaware,4/20/20,97.8,2.2
District of Columbia,4/20/20,100,0
Florida,4/20/20,52.59,47.41
Georgia,4/20/20,28.86,71.14
Hawaii,4/20/20,100,0
Idaho,4/20/20,0.16,99.84
Illinois,4/20/20,97.15,2.85
Indiana,4/20/20,4.07,95.93
Iowa,4/20/20,30.72,69.28
Kansas,4/20/20,3.05,96.95
Kentucky,4/20/20,0.23,99.77
Louisiana,4/20/20,1.81,98.19
Maine,4/20/20,80.69,19.31
Maryland,4/20/20,99.88,0.12
Massachusetts,4/20/20,99.76,0.24
Michigan,4/20/20,66.22,33.78
Minnesota,4/20/20,71.92,28.08
Mississippi,4/20/20,2.96,97.04
Missouri,4/20/20,4.5,95.5
Montana,4/20/20,6.12,93.88
Nebraska,4/20/20,0.7,99.3
Nevada,4/20/20,69.7,30.3
New Hampshire,4/20/20,66.84,33.16
New Jersey,4/20/20,96.62,3.38
New Mexico,4/20/20,93.26,6.74
New York,4/20/20,99.6,0.4
North Carolina,4/20/20,45.98,54.02
North Dakota,4/20/20,0.08,99.92
Ohio,4/20/20,28.57,71.43
Oklahoma,4/20/20,0.02,99.98
Oregon,4/20/20,94.21,5.79
Pennsylvania,4/20/20,62.98,37.02
Rhode Island,4/20/20,98.37,1.63
South Carolina,4/20/20,7.54,92.46
South Dakota,4/20/20,0.38,99.62
Tennessee,4/20/20,0.53,99.47
Texas,4/20/20,19.32,80.68
Utah,4/20/20,1.67,98.33
