date,state,dem_price,rep_price
2020/09/23,DE,0.95,0.06
2020/09/24,DE,0.95,0.05
2020/09/25,DE,0.95,0.05
2020/09/26,DE,0.96,0.04
2020/09/27,DE,0.96,0.06
2020/09/28,DE,0.96,0.06
2020/09/29,DE,0.95,0.06
2020/09/30,DE,0.95,0.05
2020/10/01,DE,0.95,0.06
2020/10/02,DE,0.95,0.05
2020/10/03,DE,0.94,0.06
2020/10/04,DE,0.95,0.06
2020/10/05,DE,0.95,0.05
2020/10/06,DE,0.96,0.05
2020/10/07,DE,0.96,0.06
2020/10/08,DE,0.95,0.06
2020/10/09,DE,0.96,0.05
2020/10/10,DE,0.96,0.05
2020/10/11,DE,0.96,0.06
2020/10/12,DE,0.96,0.05
2020/10/13,DE,0.94,0.06
2020/10/14,DE,0.94,0.06
2020/10/15,DE,0.94,0.05
2020/10/16,DE,0.94,0.06
2020/10/17,DE,0.95,0.06
2020/10/18,DE,0.95,0.05
2020/10/19,DE,0.93,0.07
2020/10/20,DE,0.94,0.07
2020/10/21,DE,0.94,0.06
2020/10/22,DE,0.94,0.07
2020/10/23,DE,0.94,0.07
2020/10/24,DE,0.94,0.06
2020/10/25,DE,0.95,0.06
2020/10/26,DE,0.95,0.05
2020/10/27,DE,0.94,0.07
2020/10/28,DE,0.93,0.06
2020/10/29,DE,0.95,0.07
2020/10/30,DE,0.94,0.04
2020/10/31,DE,0.95,0.05
2020/08/03,FL,0.6,0.43
2020/08/04,FL,0.59,0.44
2020/08/05,FL,0.59,0.44
2020/08/06,FL,0.58,0.44
2020/08/07,FL,0.56,0.45
2020/08/08,FL,0.56,0.46
2020/08/09,FL,0.54,0.46
2020/08/10,FL,0.54,0.48
2020/08/11,FL,0.56,0.48
2020/08/12,FL,0.55,0.47
2020/08/13,FL,0.56,0.47
2020/08/14,FL,0.56,0.46
2020/08/15,FL,0.56,0.48
2020/08/16,FL,0.54,0.48
2020/08/17,FL,0.52,0.5
2020/08/18,FL,0.53,0.49
2020/08/19,FL,0.55,0.47
2020/08/20,FL,0.56,0.46
2020/08/21,FL,0.56,0.45
2020/08/22,FL,0.56,0.45
2020/08/23,FL,0.55,0.47
2020/08/24,FL,0.55,0.47
2020/08/25,FL,0.54,0.47
2020/08/26,FL,0.54,0.49
2020/08/27,FL,0.53,0.49
2020/08/28,FL,0.52,0.48
2020/08/29,FL,0.52,0.49
2020/08/30,FL,0.54,0.49
2020/08/31,FL,0.53,0.49
2020/09/01,FL,0.54,0.49
2020/09/02,FL,0.55,0.46
2020/09/03,FL,0.54,0.47
2020/09/04,FL,0.54,0.47
2020/09/05,FL,0.55,0.47
2020/09/06,FL,0.55,0.48
2020/09/07,FL,0.55,0.48
2020/09/08,FL,0.52,0.52
2020/09/09,FL,0.52,0.5
2020/09/10,FL,0.52,0.51
2020/09/11,FL,0.52,0.5
2020/09/12,FL,0.51,0.5
2020/09/13,FL,0.51,0.52
2020/09/14,FL,0.51,0.51
2020/09/15,FL,0.53,0.5
2020/09/16,FL,0.52,0.5
2020/09/17,FL,0.51,0.51
2020/09/18,FL,0.52,0.51
2020/09/19,FL,0.51,0.52
2020/09/20,FL,0.5,0.52
2020/09/21,FL,0.5,0.54
2020/09/22,FL,0.48,0.55
2020/09/23,FL,0.49,0.53
2020/09/24,FL,0.48,0.54
2020/09/25,FL,0.47,0.55
2020/09/26,FL,0.48,0.54
2020/09/27,FL,0.48,0.53
2020/09/28,FL,0.48,0.53
2020/09/29,FL,0.48,0.54
2020/09/30,FL,0.5,0.51
2020/10/01,FL,0.53,0.49
2020/10/02,FL,0.54,0.5
2020/10/03,FL,0.55,0.47
2020/10/04,FL,0.54,0.48
2020/10/05,FL,0.54,0.49
2020/10/06,FL,0.57,0.47
2020/10/07,FL,0.59,0.43
2020/10/08,FL,0.59,0.44
2020/10/09,FL,0.57,0.46
2020/10/10,FL,0.54,0.48
2020/10/11,FL,0.58,0.46
2020/10/12,FL,0.56,0.48
2020/10/13,FL,0.55,0.47
2020/10/14,FL,0.55,0.49
2020/10/15,FL,0.55,0.47
2020/10/16,FL,0.54,0.49
2020/10/17,FL,0.55,0.49
2020/10/18,FL,0.52,0.5
2020/10/19,FL,0.51,0.51
2020/10/20,FL,0.49,0.54
2020/10/21,FL,0.5,0.53
2020/10/22,FL,0.49,0.55
2020/10/23,FL,0.47,0.55
2020/10/24,FL,0.45,0.58
2020/10/25,FL,0.47,0.57
2020/10/26,FL,0.45,0.58
2020/10/27,FL,0.43,0.61
2020/10/28,FL,0.43,0.58
2020/10/29,FL,0.47,0.57
2020/10/30,FL,0.45,0.59
2020/10/31,FL,0.4,0.62
2020/08/03,GA,0.4,0.63
2020/08/04,GA,0.41,0.63
2020/08/05,GA,0.4,0.64
2020/08/06,GA,0.39,0.62
2020/08/07,GA,0.37,0.65
2020/08/08,GA,0.37,0.64
2020/08/09,GA,0.37,0.65
2020/08/10,GA,0.36,0.64
2020/08/11,GA,0.39,0.63
2020/08/12,GA,0.37,0.64
2020/08/13,GA,0.38,0.65
2020/08/14,GA,0.36,0.66
2020/08/15,GA,0.36,0.65
2020/08/16,GA,0.37,0.65
2020/08/17,GA,0.37,0.66
2020/08/18,GA,0.37,0.65
2020/08/19,GA,0.36,0.64
2020/08/20,GA,0.36,0.64
2020/08/21,GA,0.36,0.65
2020/08/22,GA,0.37,0.65
2020/08/23,GA,0.36,0.65
2020/08/24,GA,0.36,0.66
2020/08/25,GA,0.35,0.66
2020/08/26,GA,0.35,0.67
2020/08/27,GA,0.33,0.68
2020/08/28,GA,0.35,0.68
2020/08/29,GA,0.34,0.69
2020/08/30,GA,0.32,0.68
2020/08/31,GA,0.35,0.67
2020/09/01,GA,0.34,0.68
2020/09/02,GA,0.34,0.67
2020/09/03,GA,0.34,0.67
2020/09/04,GA,0.35,0.66
2020/09/05,GA,0.35,0.66
2020/09/06,GA,0.34,0.66
2020/09/07,GA,0.35,0.66
2020/09/08,GA,0.35,0.66
2020/09/09,GA,0.36,0.66
2020/09/10,GA,0.35,0.66
2020/09/11,GA,0.36,0.66
2020/09/12,GA,0.35,0.65
2020/09/13,GA,0.34,0.66
2020/09/14,GA,0.34,0.67
2020/09/15,GA,0.36,0.66
2020/09/16,GA,0.35,0.65
2020/09/17,GA,0.36,0.66
2020/09/18,GA,0.34,0.66
2020/09/19,GA,0.33,0.68
2020/09/20,GA,0.33,0.67
2020/09/21,GA,0.35,0.66
2020/09/22,GA,0.36,0.66
2020/09/23,GA,0.34,0.67
2020/09/24,GA,0.34,0.66
2020/09/25,GA,0.34,0.67
2020/09/26,GA,0.34,0.67
2020/09/27,GA,0.34,0.68
2020/09/28,GA,0.35,0.67
2020/09/29,GA,0.4,0.63
2020/09/30,GA,0.41,0.62
2020/10/01,GA,0.44,0.57
2020/10/02,GA,0.45,0.57
2020/10/03,GA,0.44,0.58
2020/10/04,GA,0.43,0.58
2020/10/05,GA,0.44,0.59
2020/10/06,GA,0.43,0.56
2020/10/07,GA,0.45,0.56
2020/10/08,GA,0.47,0.55
2020/10/09,GA,0.45,0.57
2020/10/10,GA,0.42,0.59
2020/10/11,GA,0.44,0.59
2020/10/12,GA,0.43,0.59
2020/10/13,GA,0.41,0.59
2020/10/14,GA,0.45,0.55
2020/10/15,GA,0.44,0.58
2020/10/16,GA,0.45,0.57
2020/10/17,GA,0.45,0.58
2020/10/18,GA,0.43,0.58
2020/10/19,GA,0.41,0.62
2020/10/20,GA,0.4,0.6
2020/10/21,GA,0.41,0.62
2020/10/22,GA,0.4,0.62
2020/10/23,GA,0.38,0.63
2020/10/24,GA,0.37,0.65
2020/10/25,GA,0.42,0.62
2020/10/26,GA,0.39,0.63
2020/10/27,GA,0.38,0.64
2020/10/28,GA,0.44,0.58
2020/10/29,GA,0.47,0.57
2020/10/30,GA,0.47,0.58
2020/10/31,GA,0.42,0.6
2020/08/03,HI,0.96,0.05
2020/08/04,HI,0.96,0.05
2020/08/05,HI,0.97,0.03
2020/08/06,HI,0.96,0.03
2020/08/07,HI,0.96,0.03
2020/08/08,HI,0.97,0.03
2020/08/09,HI,0.97,0.03
2020/08/10,HI,0.97,0.03
2020/08/11,HI,0.97,0.03
2020/08/12,HI,0.97,0.04
2020/08/13,HI,0.97,0.04
2020/08/14,HI,0.97,0.04
2020/08/15,HI,0.96,0.04
2020/08/16,HI,0.96,0.04
2020/08/17,HI,0.96,0.04
2020/08/18,HI,0.96,0.04
2020/08/19,HI,0.96,0.04
2020/08/20,HI,0.98,0.04
2020/08/21,HI,0.98,0.04
2020/08/22,HI,0.98,0.03
2020/08/23,HI,0.97,0.04
2020/08/24,HI,0.97,0.03
2020/08/25,HI,0.97,0.04
2020/08/26,HI,0.98,0.04
2020/08/27,HI,0.97,0.04
2020/08/28,HI,0.96,0.04
2020/08/29,HI,0.96,0.04
2020/08/30,HI,0.97,0.04
2020/08/31,HI,0.97,0.04
2020/09/01,HI,0.97,0.04
2020/09/02,HI,0.97,0.04
2020/09/03,HI,0.97,0.04
2020/09/04,HI,0.97,0.04
2020/09/05,HI,0.97,0.03
2020/09/06,HI,0.97,0.03
2020/09/07,HI,0.97,0.04
2020/09/08,HI,0.97,0.04
2020/09/09,HI,0.96,0.05
2020/09/10,HI,0.97,0.05
2020/09/11,HI,0.97,0.04
2020/09/12,HI,0.97,0.04
2020/09/13,HI,0.97,0.04
2020/09/14,HI,0.97,0.05
2020/09/15,HI,0.96,0.03
2020/09/16,HI,0.96,0.05
2020/09/17,HI,0.96,0.04
2020/09/18,HI,0.95,0.04
2020/09/19,HI,0.96,0.04
2020/09/20,HI,0.97,0.05
2020/09/21,HI,0.96,0.05
2020/09/22,HI,0.96,0.05
2020/09/23,HI,0.96,0.05
2020/09/24,HI,0.96,0.05
2020/09/25,HI,0.96,0.05
2020/09/26,HI,0.96,0.04
2020/09/27,HI,0.96,0.04
2020/09/28,HI,0.96,0.04
2020/09/29,HI,0.96,0.05
2020/09/30,HI,0.96,0.06
2020/10/01,HI,0.95,0.05
2020/10/02,HI,0.95,0.05
2020/10/03,HI,0.96,0.05
2020/10/04,HI,0.95,0.06
2020/10/05,HI,0.96,0.05
2020/10/06,HI,0.97,0.05
2020/10/07,HI,0.96,0.05
2020/10/08,HI,0.96,0.05
2020/10/09,HI,0.96,0.04
2020/10/10,HI,0.95,0.06
2020/10/11,HI,0.97,0.05
2020/10/12,HI,0.96,0.05
2020/10/13,HI,0.96,0.06
2020/10/14,HI,0.96,0.07
2020/10/15,HI,0.94,0.06
2020/10/16,HI,0.94,0.05
2020/10/17,HI,0.94,0.05
2020/10/18,HI,0.94,0.07
2020/10/19,HI,0.93,0.07
2020/10/20,HI,0.93,0.07
2020/10/21,HI,0.93,0.08
2020/10/22,HI,0.94,0.07
2020/10/23,HI,0.94,0.07
2020/10/24,HI,0.94,0.06
2020/10/25,HI,0.95,0.07
2020/10/26,HI,0.94,0.07
2020/10/27,HI,0.94,0.07
2020/10/28,HI,0.95,0.06
2020/10/29,HI,0.95,0.05
2020/10/30,HI,0.95,0.05
2020/10/31,HI,0.95,0.05
2020/08/03,IA,0.38,0.64
2020/08/04,IA,0.4,0.64
2020/08/05,IA,0.36,0.65
2020/08/06,IA,0.36,0.65
2020/08/07,IA,0.35,0.67
2020/08/08,IA,0.33,0.69
2020/08/09,IA,0.34,0.68
2020/08/10,IA,0.33,0.68
2020/08/11,IA,0.33,0.69
2020/08/12,IA,0.32,0.69
2020/08/13,IA,0.32,0.69
2020/08/14,IA,0.32,0.69
2020/08/15,IA,0.32,0.67
2020/08/16,IA,0.33,0.7
2020/08/17,IA,0.32,0.71
2020/08/18,IA,0.3,0.72
2020/08/19,IA,0.3,0.73
2020/08/20,IA,0.3,0.71
2020/08/21,IA,0.29,0.72
2020/08/22,IA,0.3,0.71
2020/08/23,IA,0.3,0.72
2020/08/24,IA,0.29,0.71
2020/08/25,IA,0.3,0.72
2020/08/26,IA,0.29,0.72
2020/08/27,IA,0.29,0.73
2020/08/28,IA,0.26,0.73
2020/08/29,IA,0.27,0.72
2020/08/30,IA,0.28,0.73
2020/08/31,IA,0.28,0.72
2020/09/01,IA,0.28,0.72
2020/09/02,IA,0.29,0.71
2020/09/03,IA,0.31,0.71
2020/09/04,IA,0.31,0.7
2020/09/05,IA,0.32,0.7
2020/09/06,IA,0.31,0.69
2020/09/07,IA,0.31,0.71
2020/09/08,IA,0.31,0.69
2020/09/09,IA,0.32,0.69
2020/09/10,IA,0.33,0.68
2020/09/11,IA,0.34,0.66
2020/09/12,IA,0.33,0.67
2020/09/13,IA,0.32,0.69
2020/09/14,IA,0.32,0.69
2020/09/15,IA,0.31,0.7
2020/09/16,IA,0.31,0.7
2020/09/17,IA,0.32,0.69
2020/09/18,IA,0.32,0.69
2020/09/19,IA,0.35,0.66
2020/09/20,IA,0.34,0.66
2020/09/21,IA,0.34,0.65
2020/09/22,IA,0.36,0.65
2020/09/23,IA,0.34,0.66
2020/09/24,IA,0.36,0.64
2020/09/25,IA,0.35,0.65
2020/09/26,IA,0.37,0.64
2020/09/27,IA,0.38,0.64
2020/09/28,IA,0.36,0.63
2020/09/29,IA,0.37,0.62
2020/09/30,IA,0.41,0.59
2020/10/01,IA,0.41,0.6
2020/10/02,IA,0.47,0.56
2020/10/03,IA,0.46,0.6
2020/10/04,IA,0.42,0.59
2020/10/05,IA,0.43,0.59
2020/10/06,IA,0.44,0.59
2020/10/07,IA,0.45,0.57
2020/10/08,IA,0.44,0.57
2020/10/09,IA,0.45,0.57
2020/10/10,IA,0.41,0.6
2020/10/11,IA,0.43,0.6
2020/10/12,IA,0.41,0.62
2020/10/13,IA,0.38,0.63
2020/10/14,IA,0.4,0.62
2020/10/15,IA,0.37,0.64
2020/10/16,IA,0.38,0.65
2020/10/17,IA,0.36,0.64
2020/10/18,IA,0.36,0.66
2020/10/19,IA,0.35,0.66
2020/10/20,IA,0.37,0.67
2020/10/21,IA,0.41,0.61
2020/10/22,IA,0.35,0.64
2020/10/23,IA,0.37,0.64
2020/10/24,IA,0.35,0.65
2020/10/25,IA,0.38,0.64
2020/10/26,IA,0.38,0.63
2020/10/27,IA,0.38,0.62
2020/10/28,IA,0.43,0.59
2020/10/29,IA,0.39,0.63
2020/10/30,IA,0.41,0.62
2020/10/31,IA,0.29,0.72
2020/08/03,ID,0.07,0.94
2020/08/04,ID,0.07,0.94
2020/08/05,ID,0.06,0.94
2020/08/06,ID,0.06,0.93
2020/08/07,ID,0.06,0.94
2020/08/08,ID,0.06,0.94
2020/08/09,ID,0.07,0.94
2020/08/10,ID,0.07,0.94
2020/08/11,ID,0.07,0.94
2020/08/12,ID,0.07,0.95
2020/08/13,ID,0.07,0.94
2020/08/14,ID,0.07,0.95
2020/08/15,ID,0.06,0.95
2020/08/16,ID,0.06,0.95
2020/08/17,ID,0.06,0.94
2020/08/18,ID,0.05,0.95
2020/08/19,ID,0.06,0.96
2020/08/20,ID,0.06,0.96
2020/08/21,ID,0.06,0.96
2020/08/22,ID,0.04,0.96
2020/08/23,ID,0.05,0.95
2020/08/24,ID,0.04,0.96
2020/08/25,ID,0.04,0.95
2020/08/26,ID,0.04,0.96
2020/08/27,ID,0.05,0.95
2020/08/28,ID,0.05,0.95
2020/08/29,ID,0.05,0.96
2020/08/30,ID,0.05,0.96
2020/08/31,ID,0.05,0.96
2020/09/01,ID,0.05,0.96
2020/09/02,ID,0.05,0.96
2020/09/03,ID,0.04,0.96
2020/09/04,ID,0.04,0.96
2020/09/05,ID,0.04,0.96
2020/09/06,ID,0.04,0.96
2020/09/07,ID,0.04,0.96
2020/09/08,ID,0.04,0.96
2020/09/09,ID,0.04,0.96
2020/09/10,ID,0.04,0.95
2020/09/11,ID,0.04,0.95
2020/09/12,ID,0.04,0.95
2020/09/13,ID,0.04,0.96
2020/09/14,ID,0.04,0.96
2020/09/15,ID,0.04,0.96
2020/09/16,ID,0.04,0.96
2020/09/17,ID,0.04,0.96
2020/09/18,ID,0.04,0.96
2020/09/19,ID,0.04,0.96
2020/09/20,ID,0.04,0.96
2020/09/21,ID,0.04,0.96
2020/09/22,ID,0.04,0.96
2020/09/23,ID,0.05,0.96
2020/09/24,ID,0.05,0.96
2020/09/25,ID,0.05,0.96
2020/09/26,ID,0.04,0.96
2020/09/27,ID,0.04,0.96
2020/09/28,ID,0.04,0.96
2020/09/29,ID,0.04,0.96
2020/09/30,ID,0.04,0.96
2020/10/01,ID,0.04,0.96
2020/10/02,ID,0.05,0.95
2020/10/03,ID,0.05,0.94
2020/10/04,ID,0.05,0.94
2020/10/05,ID,0.03,0.96
2020/10/06,ID,0.03,0.96
2020/10/07,ID,0.04,0.95
2020/10/08,ID,0.04,0.95
2020/10/09,ID,0.05,0.96
2020/10/10,ID,0.05,0.96
2020/10/11,ID,0.05,0.95
2020/10/12,ID,0.05,0.96
2020/10/13,ID,0.05,0.96
2020/10/14,ID,0.04,0.96
2020/10/15,ID,0.04,0.97
2020/10/16,ID,0.04,0.96
2020/10/17,ID,0.05,0.96
2020/10/18,ID,0.05,0.96
2020/10/19,ID,0.03,0.96
2020/10/20,ID,0.03,0.97
2020/10/21,ID,0.03,0.97
2020/10/22,ID,0.03,0.97
2020/10/23,ID,0.04,0.97
2020/10/24,ID,0.05,0.97
2020/10/25,ID,0.04,0.97
2020/10/26,ID,0.05,0.96
2020/10/27,ID,0.04,0.96
2020/10/28,ID,0.01,0.98
2020/10/29,ID,0.03,0.98
2020/10/30,ID,0.03,0.98
2020/10/31,ID,0.02,0.97
2020/08/03,IL,0.93,0.05
2020/08/04,IL,0.95,0.05
2020/08/05,IL,0.95,0.06
2020/08/06,IL,0.95,0.06
2020/08/07,IL,0.94,0.07
2020/08/08,IL,0.94,0.07
2020/08/09,IL,0.94,0.06
2020/08/10,IL,0.94,0.07
2020/08/11,IL,0.94,0.06
2020/08/12,IL,0.94,0.07
2020/08/13,IL,0.94,0.06
2020/08/14,IL,0.94,0.07
2020/08/15,IL,0.94,0.06
2020/08/16,IL,0.93,0.06
2020/08/17,IL,0.95,0.06
2020/08/18,IL,0.95,0.06
2020/08/19,IL,0.95,0.07
2020/08/20,IL,0.95,0.05
2020/08/21,IL,0.95,0.05
2020/08/22,IL,0.95,0.06
2020/08/23,IL,0.95,0.06
2020/08/24,IL,0.95,0.06
2020/08/25,IL,0.95,0.06
2020/08/26,IL,0.95,0.06
2020/08/27,IL,0.95,0.06
2020/08/28,IL,0.94,0.08
2020/08/29,IL,0.94,0.06
2020/08/30,IL,0.94,0.07
2020/08/31,IL,0.94,0.07
2020/09/01,IL,0.94,0.08
2020/09/02,IL,0.94,0.06
2020/09/03,IL,0.95,0.07
2020/09/04,IL,0.95,0.06
2020/09/05,IL,0.95,0.06
2020/09/06,IL,0.95,0.06
2020/09/07,IL,0.94,0.06
2020/09/08,IL,0.95,0.06
2020/09/09,IL,0.94,0.07
2020/09/10,IL,0.95,0.06
2020/09/11,IL,0.94,0.06
2020/09/12,IL,0.95,0.07
2020/09/13,IL,0.95,0.07
2020/09/14,IL,0.95,0.06
2020/09/15,IL,0.94,0.06
2020/09/16,IL,0.95,0.06
2020/09/17,IL,0.94,0.06
2020/09/18,IL,0.94,0.06
2020/09/19,IL,0.94,0.06
2020/09/20,IL,0.94,0.07
2020/09/21,IL,0.95,0.06
2020/09/22,IL,0.95,0.06
2020/09/23,IL,0.94,0.06
2020/09/24,IL,0.94,0.07
2020/09/25,IL,0.94,0.07
2020/09/26,IL,0.95,0.06
2020/09/27,IL,0.94,0.07
2020/09/28,IL,0.94,0.06
2020/09/29,IL,0.94,0.06
2020/09/30,IL,0.94,0.06
2020/10/01,IL,0.93,0.07
2020/10/02,IL,0.94,0.06
2020/10/03,IL,0.94,0.06
2020/10/04,IL,0.95,0.06
2020/10/05,IL,0.95,0.06
2020/10/06,IL,0.95,0.06
2020/10/07,IL,0.95,0.06
2020/10/08,IL,0.94,0.06
2020/10/09,IL,0.95,0.07
2020/10/10,IL,0.94,0.06
2020/10/11,IL,0.95,0.06
2020/10/12,IL,0.94,0.07
2020/10/13,IL,0.94,0.07
2020/10/14,IL,0.94,0.07
2020/10/15,IL,0.94,0.06
2020/10/16,IL,0.94,0.07
2020/10/17,IL,0.94,0.06
2020/10/18,IL,0.94,0.07
2020/10/19,IL,0.93,0.07
2020/10/20,IL,0.94,0.08
2020/10/21,IL,0.94,0.07
2020/10/22,IL,0.93,0.08
2020/10/23,IL,0.94,0.07
2020/10/24,IL,0.94,0.08
2020/10/25,IL,0.94,0.08
2020/10/26,IL,0.93,0.08
2020/10/27,IL,0.94,0.07
2020/10/28,IL,0.94,0.07
2020/10/29,IL,0.94,0.07
2020/10/30,IL,0.96,0.07
2020/10/31,IL,0.95,0.06
2020/08/03,IN,0.12,0.88
2020/08/04,IN,0.11,0.89
2020/08/05,IN,0.11,0.89
2020/08/06,IN,0.13,0.88
2020/08/07,IN,0.11,0.89
2020/08/08,IN,0.11,0.89
2020/08/09,IN,0.11,0.89
2020/08/10,IN,0.11,0.89
2020/08/11,IN,0.1,0.88
2020/08/12,IN,0.12,0.89
2020/08/13,IN,0.13,0.89
2020/08/14,IN,0.12,0.89
2020/08/15,IN,0.12,0.89
2020/08/16,IN,0.11,0.89
2020/08/17,IN,0.11,0.89
2020/08/18,IN,0.11,0.89
2020/08/19,IN,0.1,0.9
2020/08/20,IN,0.09,0.91
2020/08/21,IN,0.09,0.91
2020/08/22,IN,0.09,0.92
2020/08/23,IN,0.09,0.91
2020/08/24,IN,0.08,0.92
2020/08/25,IN,0.08,0.92
2020/08/26,IN,0.09,0.91
2020/08/27,IN,0.08,0.93
2020/08/28,IN,0.08,0.92
2020/08/29,IN,0.07,0.93
2020/08/30,IN,0.08,0.93
2020/08/31,IN,0.08,0.93
2020/09/01,IN,0.07,0.93
2020/09/02,IN,0.08,0.93
2020/09/03,IN,0.07,0.94
2020/09/04,IN,0.08,0.93
2020/09/05,IN,0.07,0.93
2020/09/06,IN,0.08,0.92
2020/09/07,IN,0.07,0.92
2020/09/08,IN,0.07,0.92
2020/09/09,IN,0.08,0.93
2020/09/10,IN,0.08,0.92
2020/09/11,IN,0.08,0.93
2020/09/12,IN,0.08,0.93
2020/09/13,IN,0.09,0.93
2020/09/14,IN,0.08,0.93
2020/09/15,IN,0.08,0.93
2020/09/16,IN,0.07,0.93
2020/09/17,IN,0.08,0.93
2020/09/18,IN,0.08,0.92
2020/09/19,IN,0.07,0.93
2020/09/20,IN,0.08,0.92
2020/09/21,IN,0.08,0.93
2020/09/22,IN,0.08,0.93
2020/09/23,IN,0.07,0.92
2020/09/24,IN,0.08,0.93
2020/09/25,IN,0.08,0.93
2020/09/26,IN,0.08,0.93
2020/09/27,IN,0.08,0.91
2020/09/28,IN,0.08,0.92
2020/09/29,IN,0.09,0.91
2020/09/30,IN,0.09,0.92
2020/10/01,IN,0.11,0.9
2020/10/02,IN,0.12,0.89
2020/10/03,IN,0.12,0.89
2020/10/04,IN,0.11,0.89
2020/10/05,IN,0.1,0.9
2020/10/06,IN,0.1,0.89
2020/10/07,IN,0.11,0.9
2020/10/08,IN,0.11,0.89
2020/10/09,IN,0.1,0.91
2020/10/10,IN,0.09,0.91
2020/10/11,IN,0.09,0.91
2020/10/12,IN,0.08,0.92
2020/10/13,IN,0.08,0.93
2020/10/14,IN,0.08,0.92
2020/10/15,IN,0.08,0.93
2020/10/16,IN,0.09,0.93
2020/10/17,IN,0.09,0.93
2020/10/18,IN,0.08,0.93
2020/10/19,IN,0.08,0.93
2020/10/20,IN,0.08,0.93
2020/10/21,IN,0.07,0.92
2020/10/22,IN,0.07,0.93
2020/10/23,IN,0.07,0.92
2020/10/24,IN,0.07,0.93
2020/10/25,IN,0.08,0.93
2020/10/26,IN,0.07,0.93
2020/10/27,IN,0.06,0.94
2020/10/28,IN,0.05,0.96
2020/10/29,IN,0.04,0.95
2020/10/30,IN,0.05,0.95
2020/10/31,IN,0.06,0.95
2020/08/03,KS,0.13,0.88
2020/08/04,KS,0.12,0.88
2020/08/05,KS,0.12,0.88
2020/08/06,KS,0.12,0.88
2020/08/07,KS,0.1,0.9
2020/08/08,KS,0.1,0.9
2020/08/09,KS,0.1,0.9
2020/08/10,KS,0.1,0.9
2020/08/11,KS,0.1,0.9
2020/08/12,KS,0.11,0.9
2020/08/13,KS,0.11,0.9
2020/08/14,KS,0.11,0.91
2020/08/15,KS,0.1,0.91
2020/08/16,KS,0.1,0.91
2020/08/17,KS,0.09,0.92
2020/08/18,KS,0.09,0.92
2020/08/19,KS,0.08,0.92
2020/08/20,KS,0.08,0.92
2020/08/21,KS,0.08,0.92
2020/08/22,KS,0.08,0.92
2020/08/23,KS,0.08,0.92
2020/08/24,KS,0.08,0.92
2020/08/25,KS,0.08,0.91
2020/08/26,KS,0.07,0.93
2020/08/27,KS,0.07,0.92
2020/08/28,KS,0.08,0.92
2020/08/29,KS,0.07,0.92
2020/08/30,KS,0.06,0.91
2020/08/31,KS,0.06,0.92
2020/09/01,KS,0.06,0.92
2020/09/02,KS,0.07,0.92
2020/09/03,KS,0.07,0.92
2020/09/04,KS,0.08,0.92
2020/09/05,KS,0.08,0.92
2020/09/06,KS,0.08,0.92
2020/09/07,KS,0.08,0.92
2020/09/08,KS,0.08,0.92
2020/09/09,KS,0.09,0.91
2020/09/10,KS,0.09,0.91
2020/09/11,KS,0.09,0.91
2020/09/12,KS,0.08,0.92
2020/09/13,KS,0.08,0.92
2020/09/14,KS,0.08,0.92
2020/09/15,KS,0.08,0.92
2020/09/16,KS,0.09,0.92
2020/09/17,KS,0.08,0.92
2020/09/18,KS,0.09,0.92
2020/09/19,KS,0.08,0.92
2020/09/20,KS,0.08,0.92
2020/09/21,KS,0.08,0.92
2020/09/22,KS,0.07,0.92
2020/09/23,KS,0.07,0.93
2020/09/24,KS,0.09,0.92
2020/09/25,KS,0.09,0.92
2020/09/26,KS,0.08,0.92
2020/09/27,KS,0.08,0.93
2020/09/28,KS,0.08,0.91
2020/09/29,KS,0.08,0.91
2020/09/30,KS,0.09,0.92
2020/10/01,KS,0.1,0.9
2020/10/02,KS,0.12,0.89
2020/10/03,KS,0.12,0.89
2020/10/04,KS,0.12,0.9
2020/10/05,KS,0.11,0.89
2020/10/06,KS,0.12,0.88
2020/10/07,KS,0.12,0.89
2020/10/08,KS,0.13,0.87
2020/10/09,KS,0.14,0.87
2020/10/10,KS,0.12,0.88
2020/10/11,KS,0.12,0.89
2020/10/12,KS,0.11,0.9
2020/10/13,KS,0.12,0.9
2020/10/14,KS,0.1,0.9
2020/10/15,KS,0.1,0.9
2020/10/16,KS,0.1,0.9
2020/10/17,KS,0.1,0.9
2020/10/18,KS,0.1,0.91
2020/10/19,KS,0.1,0.91
2020/10/20,KS,0.11,0.91
2020/10/21,KS,0.09,0.91
2020/10/22,KS,0.09,0.92
2020/10/23,KS,0.08,0.93
2020/10/24,KS,0.09,0.93
2020/10/25,KS,0.09,0.94
2020/10/26,KS,0.07,0.93
2020/10/27,KS,0.06,0.95
2020/10/28,KS,0.03,0.96
2020/10/29,KS,0.04,0.96
2020/10/30,KS,0.04,0.96
2020/10/31,KS,0.05,0.96
2020/08/03,KY,0.08,0.92
2020/08/04,KY,0.07,0.93
2020/08/05,KY,0.07,0.93
2020/08/06,KY,0.08,0.93
2020/08/07,KY,0.08,0.93
2020/08/08,KY,0.08,0.93
2020/08/09,KY,0.08,0.93
2020/08/10,KY,0.08,0.94
2020/08/11,KY,0.07,0.94
2020/08/12,KY,0.07,0.93
2020/08/13,KY,0.07,0.93
2020/08/14,KY,0.07,0.94
2020/08/15,KY,0.07,0.94
2020/08/16,KY,0.07,0.94
2020/08/17,KY,0.07,0.94
2020/08/18,KY,0.06,0.94
2020/08/19,KY,0.06,0.94
2020/08/20,KY,0.06,0.95
