date,party,win_prob,state
2020-07-24,democratic,0.971,Colorado
2020-07-24,republican,0.028999999999999998,Colorado
2020-07-25,democratic,0.968,Colorado
2020-07-25,republican,0.032,Colorado
2020-07-26,democratic,0.971,Colorado
2020-07-26,republican,0.028999999999999998,Colorado
2020-07-27,democratic,0.97,Colorado
2020-07-27,republican,0.03,Colorado
2020-07-28,democratic,0.971,Colorado
2020-07-28,republican,0.028999999999999998,Colorado
2020-07-29,democratic,0.968,Colorado
2020-07-29,republican,0.032,Colorado
2020-07-30,democratic,0.97,Colorado
2020-07-30,republican,0.03,Colorado
2020-07-31,democratic,0.972,Colorado
2020-07-31,republican,0.027999999999999997,Colorado
2020-08-01,democratic,0.972,Colorado
2020-08-01,republican,0.027999999999999997,Colorado
2020-08-02,democratic,0.972,Colorado
2020-08-02,republican,0.027999999999999997,Colorado
2020-08-03,democratic,0.97,Colorado
2020-08-03,republican,0.03,Colorado
2020-08-04,democratic,0.968,Colorado
2020-08-04,republican,0.032,Colorado
2020-08-05,democratic,0.9690000000000001,Colorado
2020-08-05,republican,0.031,Colorado
2020-08-06,democratic,0.9740000000000001,Colorado
2020-08-06,republican,0.026000000000000002,Colorado
2020-08-07,democratic,0.976,Colorado
2020-08-07,republican,0.024,Colorado
2020-08-08,democratic,0.9740000000000001,Colorado
2020-08-08,republican,0.026000000000000002,Colorado
2020-08-09,democratic,0.9740000000000001,Colorado
2020-08-09,republican,0.026000000000000002,Colorado
2020-08-10,democratic,0.973,Colorado
2020-08-10,republican,0.027000000000000003,Colorado
2020-08-11,democratic,0.97,Colorado
2020-08-11,republican,0.03,Colorado
2020-08-12,democratic,0.972,Colorado
2020-08-12,republican,0.027999999999999997,Colorado
2020-08-13,democratic,0.973,Colorado
2020-08-13,republican,0.027000000000000003,Colorado
2020-08-14,democratic,0.972,Colorado
2020-08-14,republican,0.027999999999999997,Colorado
2020-08-15,democratic,0.973,Colorado
2020-08-15,republican,0.027000000000000003,Colorado
2020-08-16,democratic,0.971,Colorado
2020-08-16,republican,0.028999999999999998,Colorado
2020-08-17,democratic,0.972,Colorado
2020-08-17,republican,0.027999999999999997,Colorado
2020-08-18,democratic,0.97,Colorado
2020-08-18,republican,0.03,Colorado
2020-08-19,democratic,0.971,Colorado
2020-08-19,republican,0.028999999999999998,Colorado
2020-08-20,democratic,0.9670000000000001,Colorado
2020-08-20,republican,0.033,Colorado
2020-08-21,democratic,0.973,Colorado
2020-08-21,republican,0.027000000000000003,Colorado
2020-08-22,democratic,0.972,Colorado
2020-08-22,republican,0.027999999999999997,Colorado
2020-08-23,democratic,0.975,Colorado
2020-08-23,republican,0.025,Colorado
2020-08-24,democratic,0.977,Colorado
2020-08-24,republican,0.023,Colorado
2020-08-25,democratic,0.977,Colorado
2020-08-25,republican,0.023,Colorado
2020-08-26,democratic,0.985,Colorado
2020-08-26,republican,0.015,Colorado
2020-08-27,democratic,0.976,Colorado
2020-08-27,republican,0.024,Colorado
2020-08-28,democratic,0.976,Colorado
2020-08-28,republican,0.024,Colorado
2020-08-29,democratic,0.971,Colorado
2020-08-29,republican,0.028999999999999998,Colorado
2020-08-30,democratic,0.973,Colorado
2020-08-30,republican,0.027000000000000003,Colorado
2020-08-31,democratic,0.972,Colorado
2020-08-31,republican,0.027999999999999997,Colorado
2020-09-01,democratic,0.965,Colorado
2020-09-01,republican,0.035,Colorado
2020-09-02,democratic,0.9690000000000001,Colorado
2020-09-02,republican,0.031,Colorado
2020-09-03,democratic,0.9670000000000001,Colorado
2020-09-03,republican,0.033,Colorado
2020-09-04,democratic,0.97,Colorado
2020-09-04,republican,0.03,Colorado
2020-09-05,democratic,0.965,Colorado
2020-09-05,republican,0.035,Colorado
2020-09-06,democratic,0.968,Colorado
2020-09-06,republican,0.032,Colorado
2020-09-07,democratic,0.97,Colorado
2020-09-07,republican,0.03,Colorado
2020-09-08,democratic,0.972,Colorado
2020-09-08,republican,0.027999999999999997,Colorado
2020-09-09,democratic,0.963,Colorado
2020-09-09,republican,0.037000000000000005,Colorado
2020-09-10,democratic,0.955,Colorado
2020-09-10,republican,0.045,Colorado
2020-09-11,democratic,0.9520000000000001,Colorado
2020-09-11,republican,0.048,Colorado
2020-09-12,democratic,0.9490000000000001,Colorado
2020-09-12,republican,0.051,Colorado
2020-09-13,democratic,0.95,Colorado
2020-09-13,republican,0.05,Colorado
2020-09-14,democratic,0.9540000000000001,Colorado
2020-09-14,republican,0.046,Colorado
2020-09-15,democratic,0.955,Colorado
2020-09-15,republican,0.045,Colorado
2020-09-16,democratic,0.963,Colorado
2020-09-16,republican,0.037000000000000005,Colorado
2020-09-17,democratic,0.965,Colorado
2020-09-17,republican,0.035,Colorado
2020-09-18,democratic,0.9670000000000001,Colorado
2020-09-18,republican,0.033,Colorado
2020-09-19,democratic,0.9640000000000001,Colorado
2020-09-19,republican,0.036000000000000004,Colorado
2020-09-20,democratic,0.9670000000000001,Colorado
2020-09-20,republican,0.033,Colorado
2020-09-21,democratic,0.9620000000000001,Colorado
2020-09-21,republican,0.038,Colorado
2020-09-22,democratic,0.961,Colorado
2020-09-22,republican,0.039,Colorado
2020-09-23,democratic,0.965,Colorado
2020-09-23,republican,0.035,Colorado
2020-09-24,democratic,0.9670000000000001,Colorado
2020-09-24,republican,0.033,Colorado
2020-09-25,democratic,0.968,Colorado
2020-09-25,republican,0.032,Colorado
2020-09-26,democratic,0.9670000000000001,Colorado
2020-09-26,republican,0.033,Colorado
2020-09-27,democratic,0.966,Colorado
2020-09-27,republican,0.034,Colorado
2020-09-28,democratic,0.968,Colorado
2020-09-28,republican,0.032,Colorado
2020-09-29,democratic,0.97,Colorado
2020-09-29,republican,0.03,Colorado
2020-09-30,democratic,0.972,Colorado
2020-09-30,republican,0.027999999999999997,Colorado
2020-10-01,democratic,0.972,Colorado
2020-10-01,republican,0.027999999999999997,Colorado
2020-03-01,democratic,0.883,Connecticut
2020-03-01,republican,0.11699999999999999,Connecticut
2020-03-02,democratic,0.893,Connecticut
2020-03-02,republican,0.107,Connecticut
2020-03-03,democratic,0.887,Connecticut
2020-03-03,republican,0.113,Connecticut
2020-03-04,democratic,0.888,Connecticut
2020-03-04,republican,0.11199999999999999,Connecticut
2020-03-05,democratic,0.902,Connecticut
2020-03-05,republican,0.098,Connecticut
2020-03-06,democratic,0.902,Connecticut
2020-03-06,republican,0.098,Connecticut
2020-03-07,democratic,0.9009999999999999,Connecticut
2020-03-07,republican,0.099,Connecticut
2020-03-08,democratic,0.878,Connecticut
2020-03-08,republican,0.122,Connecticut
2020-03-09,democratic,0.867,Connecticut
2020-03-09,republican,0.133,Connecticut
2020-03-10,democratic,0.871,Connecticut
2020-03-10,republican,0.129,Connecticut
2020-03-11,democratic,0.865,Connecticut
2020-03-11,republican,0.135,Connecticut
2020-03-12,democratic,0.861,Connecticut
2020-03-12,republican,0.139,Connecticut
2020-03-13,democratic,0.867,Connecticut
2020-03-13,republican,0.133,Connecticut
2020-03-14,democratic,0.873,Connecticut
2020-03-14,republican,0.127,Connecticut
2020-03-15,democratic,0.875,Connecticut
2020-03-15,republican,0.125,Connecticut
2020-03-16,democratic,0.87,Connecticut
2020-03-16,republican,0.13,Connecticut
2020-03-17,democratic,0.877,Connecticut
2020-03-17,republican,0.12300000000000001,Connecticut
2020-03-18,democratic,0.884,Connecticut
2020-03-18,republican,0.11599999999999999,Connecticut
2020-03-19,democratic,0.9159999999999999,Connecticut
2020-03-19,republican,0.084,Connecticut
2020-03-20,democratic,0.915,Connecticut
2020-03-20,republican,0.085,Connecticut
2020-03-21,democratic,0.915,Connecticut
2020-03-21,republican,0.085,Connecticut
2020-03-22,democratic,0.912,Connecticut
2020-03-22,republican,0.08800000000000001,Connecticut
2020-03-23,democratic,0.914,Connecticut
2020-03-23,republican,0.086,Connecticut
2020-03-24,democratic,0.91,Connecticut
2020-03-24,republican,0.09,Connecticut
2020-03-25,democratic,0.907,Connecticut
2020-03-25,republican,0.09300000000000001,Connecticut
2020-03-26,democratic,0.9079999999999999,Connecticut
2020-03-26,republican,0.092,Connecticut
2020-03-27,democratic,0.9079999999999999,Connecticut
2020-03-27,republican,0.092,Connecticut
2020-03-28,democratic,0.9059999999999999,Connecticut
2020-03-28,republican,0.094,Connecticut
2020-03-29,democratic,0.9079999999999999,Connecticut
2020-03-29,republican,0.092,Connecticut
2020-03-30,democratic,0.9129999999999999,Connecticut
2020-03-30,republican,0.087,Connecticut
2020-03-31,democratic,0.915,Connecticut
2020-03-31,republican,0.085,Connecticut
2020-04-01,democratic,0.9229999999999999,Connecticut
2020-04-01,republican,0.077,Connecticut
2020-04-02,democratic,0.93,Connecticut
2020-04-02,republican,0.07,Connecticut
2020-04-03,democratic,0.9329999999999999,Connecticut
2020-04-03,republican,0.067,Connecticut
2020-04-04,democratic,0.93,Connecticut
2020-04-04,republican,0.07,Connecticut
2020-04-05,democratic,0.932,Connecticut
2020-04-05,republican,0.068,Connecticut
2020-04-06,democratic,0.9390000000000001,Connecticut
2020-04-06,republican,0.061,Connecticut
2020-04-07,democratic,0.9390000000000001,Connecticut
2020-04-07,republican,0.061,Connecticut
2020-04-08,democratic,0.9390000000000001,Connecticut
2020-04-08,republican,0.061,Connecticut
2020-04-09,democratic,0.9390000000000001,Connecticut
2020-04-09,republican,0.061,Connecticut
2020-04-10,democratic,0.938,Connecticut
2020-04-10,republican,0.062,Connecticut
2020-04-11,democratic,0.938,Connecticut
2020-04-11,republican,0.062,Connecticut
2020-04-12,democratic,0.9390000000000001,Connecticut
2020-04-12,republican,0.061,Connecticut
2020-04-13,democratic,0.945,Connecticut
2020-04-13,republican,0.055,Connecticut
2020-04-14,democratic,0.941,Connecticut
2020-04-14,republican,0.059000000000000004,Connecticut
2020-04-15,democratic,0.946,Connecticut
2020-04-15,republican,0.054000000000000006,Connecticut
2020-04-16,democratic,0.953,Connecticut
2020-04-16,republican,0.047,Connecticut
2020-04-17,democratic,0.96,Connecticut
2020-04-17,republican,0.04,Connecticut
2020-04-18,democratic,0.955,Connecticut
2020-04-18,republican,0.045,Connecticut
2020-04-19,democratic,0.955,Connecticut
2020-04-19,republican,0.045,Connecticut
2020-04-20,democratic,0.956,Connecticut
2020-04-20,republican,0.044000000000000004,Connecticut
2020-04-21,democratic,0.9590000000000001,Connecticut
2020-04-21,republican,0.040999999999999995,Connecticut
2020-04-22,democratic,0.961,Connecticut
2020-04-22,republican,0.039,Connecticut
2020-04-23,democratic,0.961,Connecticut
2020-04-23,republican,0.039,Connecticut
2020-04-24,democratic,0.963,Connecticut
2020-04-24,republican,0.037000000000000005,Connecticut
2020-04-25,democratic,0.965,Connecticut
2020-04-25,republican,0.035,Connecticut
2020-04-26,democratic,0.966,Connecticut
2020-04-26,republican,0.034,Connecticut
2020-04-27,democratic,0.968,Connecticut
2020-04-27,republican,0.032,Connecticut
2020-04-28,democratic,0.9670000000000001,Connecticut
2020-04-28,republican,0.033,Connecticut
2020-04-29,democratic,0.968,Connecticut
2020-04-29,republican,0.032,Connecticut
2020-04-30,democratic,0.97,Connecticut
2020-04-30,republican,0.03,Connecticut
2020-05-01,democratic,0.9670000000000001,Connecticut
2020-05-01,republican,0.033,Connecticut
2020-05-02,democratic,0.975,Connecticut
2020-05-02,republican,0.025,Connecticut
2020-05-03,democratic,0.9790000000000001,Connecticut
2020-05-03,republican,0.021,Connecticut
2020-05-04,democratic,0.982,Connecticut
2020-05-04,republican,0.018000000000000002,Connecticut
2020-05-05,democratic,0.982,Connecticut
2020-05-05,republican,0.018000000000000002,Connecticut
2020-05-06,democratic,0.98,Connecticut
2020-05-06,republican,0.02,Connecticut
2020-05-07,democratic,0.9890000000000001,Connecticut
2020-05-07,republican,0.011000000000000001,Connecticut
2020-05-08,democratic,0.99,Connecticut
2020-05-08,republican,0.01,Connecticut
2020-05-09,democratic,0.9890000000000001,Connecticut
2020-05-09,republican,0.011000000000000001,Connecticut
2020-05-10,democratic,0.988,Connecticut
2020-05-10,republican,0.012,Connecticut
2020-05-11,democratic,0.9890000000000001,Connecticut
2020-05-11,republican,0.011000000000000001,Connecticut
2020-05-12,democratic,0.99,Connecticut
2020-05-12,republican,0.01,Connecticut
2020-05-13,democratic,0.99,Connecticut
2020-05-13,republican,0.01,Connecticut
2020-05-14,democratic,0.991,Connecticut
2020-05-14,republican,0.009000000000000001,Connecticut
2020-05-15,democratic,0.991,Connecticut
2020-05-15,republican,0.009000000000000001,Connecticut
2020-05-16,democratic,0.991,Connecticut
2020-05-16,republican,0.009000000000000001,Connecticut
2020-05-17,democratic,0.992,Connecticut
2020-05-17,republican,0.008,Connecticut
2020-05-18,democratic,0.992,Connecticut
2020-05-18,republican,0.008,Connecticut
2020-05-19,democratic,0.992,Connecticut
2020-05-19,republican,0.008,Connecticut
2020-05-20,democratic,0.99,Connecticut
2020-05-20,republican,0.01,Connecticut
2020-05-21,democratic,0.992,Connecticut
2020-05-21,republican,0.008,Connecticut
2020-05-22,democratic,0.992,Connecticut
2020-05-22,republican,0.008,Connecticut
2020-05-23,democratic,0.991,Connecticut
2020-05-23,republican,0.009000000000000001,Connecticut
2020-05-24,democratic,0.992,Connecticut
2020-05-24,republican,0.008,Connecticut
2020-05-25,democratic,0.992,Connecticut
2020-05-25,republican,0.008,Connecticut
2020-05-26,democratic,0.992,Connecticut
2020-05-26,republican,0.008,Connecticut
2020-05-27,democratic,0.991,Connecticut
2020-05-27,republican,0.009000000000000001,Connecticut
2020-05-28,democratic,0.992,Connecticut
2020-05-28,republican,0.008,Connecticut
2020-05-29,democratic,0.993,Connecticut
2020-05-29,republican,0.006999999999999999,Connecticut
2020-05-30,democratic,0.992,Connecticut
2020-05-30,republican,0.008,Connecticut
2020-05-31,democratic,0.992,Connecticut
2020-05-31,republican,0.008,Connecticut
2020-06-01,democratic,0.993,Connecticut
2020-06-01,republican,0.006999999999999999,Connecticut
2020-06-02,democratic,0.9940000000000001,Connecticut
2020-06-02,republican,0.006,Connecticut
2020-06-03,democratic,0.993,Connecticut
2020-06-03,republican,0.006999999999999999,Connecticut
2020-06-04,democratic,0.993,Connecticut
2020-06-04,republican,0.006999999999999999,Connecticut
2020-06-05,democratic,0.993,Connecticut
2020-06-05,republican,0.006999999999999999,Connecticut
2020-06-06,democratic,0.9940000000000001,Connecticut
2020-06-06,republican,0.006,Connecticut
2020-06-07,democratic,0.995,Connecticut
2020-06-07,republican,0.005,Connecticut
2020-06-08,democratic,0.995,Connecticut
2020-06-08,republican,0.005,Connecticut
2020-06-09,democratic,0.995,Connecticut
2020-06-09,republican,0.005,Connecticut
2020-06-10,democratic,0.995,Connecticut
2020-06-10,republican,0.005,Connecticut
2020-06-11,democratic,0.997,Connecticut
2020-06-11,republican,0.003,Connecticut
2020-06-12,democratic,0.996,Connecticut
2020-06-12,republican,0.004,Connecticut
2020-06-13,democratic,0.996,Connecticut
2020-06-13,republican,0.004,Connecticut
2020-06-14,democratic,0.996,Connecticut
2020-06-14,republican,0.004,Connecticut
2020-06-15,democratic,0.997,Connecticut
2020-06-15,republican,0.003,Connecticut
2020-06-16,democratic,0.997,Connecticut
2020-06-16,republican,0.003,Connecticut
2020-06-17,democratic,0.997,Connecticut
2020-06-17,republican,0.003,Connecticut
2020-06-18,democratic,0.997,Connecticut
2020-06-18,republican,0.003,Connecticut
2020-06-19,democratic,0.997,Connecticut
2020-06-19,republican,0.003,Connecticut
2020-06-20,democratic,0.997,Connecticut
2020-06-20,republican,0.003,Connecticut
2020-06-21,democratic,0.997,Connecticut
2020-06-21,republican,0.003,Connecticut
2020-06-22,democratic,0.997,Connecticut
2020-06-22,republican,0.003,Connecticut
2020-06-23,democratic,0.998,Connecticut
2020-06-23,republican,0.002,Connecticut
2020-06-24,democratic,0.998,Connecticut
2020-06-24,republican,0.002,Connecticut
2020-06-25,democratic,0.998,Connecticut
2020-06-25,republican,0.002,Connecticut
2020-06-26,democratic,0.998,Connecticut
2020-06-26,republican,0.002,Connecticut
2020-06-27,democratic,0.998,Connecticut
2020-06-27,republican,0.002,Connecticut
2020-06-28,democratic,0.997,Connecticut
2020-06-28,republican,0.003,Connecticut
2020-06-29,democratic,0.998,Connecticut
2020-06-29,republican,0.002,Connecticut
2020-06-30,democratic,0.997,Connecticut
2020-06-30,republican,0.003,Connecticut
2020-07-01,democratic,0.998,Connecticut
2020-07-01,republican,0.002,Connecticut
2020-07-02,democratic,0.997,Connecticut
2020-07-02,republican,0.003,Connecticut
2020-07-03,democratic,0.997,Connecticut
2020-07-03,republican,0.003,Connecticut
2020-07-04,democratic,0.997,Connecticut
2020-07-04,republican,0.003,Connecticut
2020-07-05,democratic,0.998,Connecticut
2020-07-05,republican,0.002,Connecticut
2020-07-06,democratic,0.997,Connecticut
2020-07-06,republican,0.003,Connecticut
2020-07-07,democratic,0.997,Connecticut
2020-07-07,republican,0.003,Connecticut
2020-07-08,democratic,0.997,Connecticut
2020-07-08,republican,0.003,Connecticut
2020-07-09,democratic,0.997,Connecticut
2020-07-09,republican,0.003,Connecticut
2020-07-10,democratic,0.998,Connecticut
2020-07-10,republican,0.002,Connecticut
2020-07-11,democratic,0.997,Connecticut
2020-07-11,republican,0.003,Connecticut
2020-07-12,democratic,0.998,Connecticut
2020-07-12,republican,0.002,Connecticut
2020-07-13,democratic,0.998,Connecticut
2020-07-13,republican,0.002,Connecticut
2020-07-14,democratic,0.998,Connecticut
2020-07-14,republican,0.002,Connecticut
2020-07-15,democratic,0.998,Connecticut
2020-07-15,republican,0.002,Connecticut
2020-07-16,democratic,0.9990000000000001,Connecticut
2020-07-16,republican,0.001,Connecticut
2020-07-17,democratic,0.9990000000000001,Connecticut
2020-07-17,republican,0.001,Connecticut
2020-07-18,democratic,0.998,Connecticut
2020-07-18,republican,0.002,Connecticut
2020-07-19,democratic,0.998,Connecticut
2020-07-19,republican,0.002,Connecticut
2020-07-20,democratic,0.9990000000000001,Connecticut
2020-07-20,republican,0.001,Connecticut
2020-07-21,democratic,0.9990000000000001,Connecticut
2020-07-21,republican,0.001,Connecticut
2020-07-22,democratic,0.998,Connecticut
2020-07-22,republican,0.002,Connecticut
2020-07-23,democratic,0.9990000000000001,Connecticut
2020-07-23,republican,0.001,Connecticut
2020-07-24,democratic,0.998,Connecticut
2020-07-24,republican,0.002,Connecticut
2020-07-25,democratic,0.998,Connecticut
2020-07-25,republican,0.002,Connecticut
2020-07-26,democratic,0.9990000000000001,Connecticut
2020-07-26,republican,0.001,Connecticut
2020-07-27,democratic,0.998,Connecticut
2020-07-27,republican,0.002,Connecticut
2020-07-28,democratic,0.9990000000000001,Connecticut
2020-07-28,republican,0.001,Connecticut
2020-07-29,democratic,0.9990000000000001,Connecticut
2020-07-29,republican,0.001,Connecticut
2020-07-30,democratic,0.9990000000000001,Connecticut
2020-07-30,republican,0.001,Connecticut
2020-07-31,democratic,0.9990000000000001,Connecticut
2020-07-31,republican,0.001,Connecticut
2020-08-01,democratic,0.9990000000000001,Connecticut
2020-08-01,republican,0.001,Connecticut
2020-08-02,democratic,0.9990000000000001,Connecticut
2020-08-02,republican,0.001,Connecticut
2020-08-03,democratic,0.9990000000000001,Connecticut
2020-08-03,republican,0.001,Connecticut
2020-08-04,democratic,0.9990000000000001,Connecticut
2020-08-04,republican,0.001,Connecticut
2020-08-05,democratic,0.9990000000000001,Connecticut
2020-08-05,republican,0.001,Connecticut
2020-08-06,democratic,0.9990000000000001,Connecticut
2020-08-06,republican,0.001,Connecticut
2020-08-07,democratic,1.0,Connecticut
2020-08-07,republican,0.0,Connecticut
2020-08-08,democratic,0.9990000000000001,Connecticut
2020-08-08,republican,0.001,Connecticut
2020-08-09,democratic,0.9990000000000001,Connecticut
2020-08-09,republican,0.001,Connecticut
2020-08-10,democratic,0.9990000000000001,Connecticut
2020-08-10,republican,0.001,Connecticut
2020-08-11,democratic,0.9990000000000001,Connecticut
2020-08-11,republican,0.001,Connecticut
2020-08-12,democratic,0.9990000000000001,Connecticut
2020-08-12,republican,0.001,Connecticut
2020-08-13,democratic,0.9990000000000001,Connecticut
2020-08-13,republican,0.001,Connecticut
2020-08-14,democratic,0.9990000000000001,Connecticut
2020-08-14,republican,0.001,Connecticut
2020-08-15,democratic,0.9990000000000001,Connecticut
2020-08-15,republican,0.001,Connecticut
2020-08-16,democratic,0.9990000000000001,Connecticut
2020-08-16,republican,0.001,Connecticut
2020-08-17,democratic,0.9990000000000001,Connecticut
2020-08-17,republican,0.001,Connecticut
2020-08-18,democratic,0.9990000000000001,Connecticut
2020-08-18,republican,0.001,Connecticut
2020-08-19,democratic,1.0,Connecticut
2020-08-19,republican,0.0,Connecticut
2020-08-20,democratic,0.9990000000000001,Connecticut
2020-08-20,republican,0.001,Connecticut
2020-08-21,democratic,1.0,Connecticut
2020-08-21,republican,0.0,Connecticut
2020-08-22,democratic,1.0,Connecticut
2020-08-22,republican,0.0,Connecticut
2020-08-23,democratic,1.0,Connecticut
2020-08-23,republican,0.0,Connecticut
2020-08-24,democratic,1.0,Connecticut
2020-08-24,republican,0.0,Connecticut
2020-08-25,democratic,1.0,Connecticut
2020-08-25,republican,0.0,Connecticut
2020-08-26,democratic,1.0,Connecticut
2020-08-26,republican,0.0,Connecticut
2020-08-27,democratic,1.0,Connecticut
2020-08-27,republican,0.0,Connecticut
2020-08-28,democratic,1.0,Connecticut
2020-08-28,republican,0.0,Connecticut
2020-08-29,democratic,1.0,Connecticut
2020-08-29,republican,0.0,Connecticut
2020-08-30,democratic,1.0,Connecticut
2020-08-30,republican,0.0,Connecticut
2020-08-31,democratic,1.0,Connecticut
2020-08-31,republican,0.0,Connecticut
2020-09-01,democratic,0.9990000000000001,Connecticut
2020-09-01,republican,0.001,Connecticut
2020-09-02,democratic,1.0,Connecticut
2020-09-02,republican,0.0,Connecticut
2020-09-03,democratic,0.9990000000000001,Connecticut
2020-09-03,republican,0.001,Connecticut
2020-09-04,democratic,1.0,Connecticut
2020-09-04,republican,0.0,Connecticut
2020-09-05,democratic,0.9990000000000001,Connecticut
2020-09-05,republican,0.001,Connecticut
2020-09-06,democratic,0.9990000000000001,Connecticut
2020-09-06,republican,0.001,Connecticut
2020-09-07,democratic,0.9990000000000001,Connecticut
2020-09-07,republican,0.001,Connecticut
2020-09-08,democratic,0.9990000000000001,Connecticut
2020-09-08,republican,0.001,Connecticut
2020-09-09,democratic,0.9990000000000001,Connecticut
2020-09-09,republican,0.001,Connecticut
2020-09-10,democratic,1.0,Connecticut
2020-09-10,republican,0.0,Connecticut
2020-09-11,democratic,1.0,Connecticut
2020-09-11,republican,0.0,Connecticut
2020-09-12,democratic,1.0,Connecticut
2020-09-12,republican,0.0,Connecticut
2020-09-13,democratic,1.0,Connecticut
2020-09-13,republican,0.0,Connecticut
2020-09-14,democratic,0.9990000000000001,Connecticut
2020-09-14,republican,0.001,Connecticut
2020-09-15,democratic,1.0,Connecticut
2020-09-15,republican,0.0,Connecticut
2020-09-16,democratic,1.0,Connecticut
2020-09-16,republican,0.0,Connecticut
2020-09-17,democratic,1.0,Connecticut
2020-09-17,republican,0.0,Connecticut
2020-09-18,democratic,1.0,Connecticut
2020-09-18,republican,0.0,Connecticut
2020-09-19,democratic,1.0,Connecticut
2020-09-19,republican,0.0,Connecticut
2020-09-20,democratic,1.0,Connecticut
2020-09-20,republican,0.0,Connecticut
2020-09-21,democratic,1.0,Connecticut
2020-09-21,republican,0.0,Connecticut
2020-09-22,democratic,1.0,Connecticut
2020-09-22,republican,0.0,Connecticut
2020-09-23,democratic,1.0,Connecticut
2020-09-23,republican,0.0,Connecticut
2020-09-24,democratic,1.0,Connecticut
2020-09-24,republican,0.0,Connecticut
2020-09-25,democratic,1.0,Connecticut
2020-09-25,republican,0.0,Connecticut
2020-09-26,democratic,1.0,Connecticut
2020-09-26,republican,0.0,Connecticut
2020-09-27,democratic,1.0,Connecticut
2020-09-27,republican,0.0,Connecticut
2020-09-28,democratic,1.0,Connecticut
2020-09-28,republican,0.0,Connecticut
2020-09-29,democratic,1.0,Connecticut
2020-09-29,republican,0.0,Connecticut
2020-09-30,democratic,1.0,Connecticut
2020-09-30,republican,0.0,Connecticut
2020-10-01,democratic,1.0,Connecticut
2020-10-01,republican,0.0,Connecticut
2020-03-01,democratic,0.927,Delaware
2020-03-01,republican,0.073,Delaware
2020-03-02,democratic,0.938,Delaware
2020-03-02,republican,0.062,Delaware
2020-03-03,democratic,0.9359999999999999,Delaware
2020-03-03,republican,0.064,Delaware
2020-03-04,democratic,0.932,Delaware
2020-03-04,republican,0.068,Delaware
2020-03-05,democratic,0.94,Delaware
2020-03-05,republican,0.06,Delaware
2020-03-06,democratic,0.941,Delaware
2020-03-06,republican,0.059000000000000004,Delaware
2020-03-07,democratic,0.937,Delaware
2020-03-07,republican,0.063,Delaware
2020-03-08,democratic,0.922,Delaware
2020-03-08,republican,0.078,Delaware
2020-03-09,democratic,0.912,Delaware
2020-03-09,republican,0.08800000000000001,Delaware
2020-03-10,democratic,0.902,Delaware
2020-03-10,republican,0.098,Delaware
2020-03-11,democratic,0.9,Delaware
2020-03-11,republican,0.1,Delaware
2020-03-12,democratic,0.898,Delaware
2020-03-12,republican,0.102,Delaware
2020-03-13,democratic,0.898,Delaware
2020-03-13,republican,0.102,Delaware
2020-03-14,democratic,0.899,Delaware
2020-03-14,republican,0.10099999999999999,Delaware
2020-03-15,democratic,0.9,Delaware
2020-03-15,republican,0.1,Delaware
2020-03-16,democratic,0.904,Delaware
2020-03-16,republican,0.096,Delaware
2020-03-17,democratic,0.912,Delaware
2020-03-17,republican,0.08800000000000001,Delaware
2020-03-18,democratic,0.912,Delaware
2020-03-18,republican,0.08800000000000001,Delaware
2020-03-19,democratic,0.9179999999999999,Delaware
2020-03-19,republican,0.08199999999999999,Delaware
2020-03-20,democratic,0.917,Delaware
2020-03-20,republican,0.083,Delaware
2020-03-21,democratic,0.917,Delaware
2020-03-21,republican,0.083,Delaware
2020-03-22,democratic,0.912,Delaware
2020-03-22,republican,0.08800000000000001,Delaware
2020-03-23,democratic,0.915,Delaware
2020-03-23,republican,0.085,Delaware
2020-03-24,democratic,0.912,Delaware
2020-03-24,republican,0.08800000000000001,Delaware
2020-03-25,democratic,0.909,Delaware
2020-03-25,republican,0.091,Delaware
2020-03-26,democratic,0.905,Delaware
2020-03-26,republican,0.095,Delaware
2020-03-27,democratic,0.9079999999999999,Delaware
2020-03-27,republican,0.092,Delaware
2020-03-28,democratic,0.912,Delaware
2020-03-28,republican,0.08800000000000001,Delaware
2020-03-29,democratic,0.9079999999999999,Delaware
2020-03-29,republican,0.092,Delaware
2020-03-30,democratic,0.9109999999999999,Delaware
2020-03-30,republican,0.08900000000000001,Delaware
2020-03-31,democratic,0.9129999999999999,Delaware
2020-03-31,republican,0.087,Delaware
2020-04-01,democratic,0.9229999999999999,Delaware
2020-04-01,republican,0.077,Delaware
2020-04-02,democratic,0.9279999999999999,Delaware
2020-04-02,republican,0.07200000000000001,Delaware
2020-04-03,democratic,0.9309999999999999,Delaware
2020-04-03,republican,0.069,Delaware
2020-04-04,democratic,0.9309999999999999,Delaware
2020-04-04,republican,0.069,Delaware
2020-04-05,democratic,0.9309999999999999,Delaware
2020-04-05,republican,0.069,Delaware
2020-04-06,democratic,0.9390000000000001,Delaware
2020-04-06,republican,0.061,Delaware
2020-04-07,democratic,0.943,Delaware
2020-04-07,republican,0.057,Delaware
2020-04-08,democratic,0.938,Delaware
2020-04-08,republican,0.062,Delaware
2020-04-09,democratic,0.94,Delaware
2020-04-09,republican,0.06,Delaware
2020-04-10,democratic,0.9359999999999999,Delaware
2020-04-10,republican,0.064,Delaware
2020-04-11,democratic,0.938,Delaware
2020-04-11,republican,0.062,Delaware
2020-04-12,democratic,0.94,Delaware
2020-04-12,republican,0.06,Delaware
